ETVision: 1.0.6.8,Units: centimeters,3Space: No,Start_Recording: 2024-01-24 17:31:50:774
start_of_record,status,overtime_count,mark_value,XDAT,CU_video_field_num,Gaze_LAOI,LAOI_horz_gaze_coord,LAOI_vert_gaze_coord,left_pupil_pos_horz,right_pupil_pos_horz,left_pupil_pos_vert,right_pupil_pos_vert,left_pupil_diam,right_pupil_diam,left_pupil_height,right_pupil_height,left_ellipse_angle,right_ellipse_angle,left_eyelid_upper_vert,right_eyelid_upper_vert,left_eyelid_lower_vert,right_eyelid_lower_vert,left_blink_confidence,right_blink_confidence,left_cr_pos_horz,right_cr_pos_horz,left_cr_pos_vert,right_cr_pos_vert,left_cr_diam,right_cr_diam,left_cr2_pos_horz,right_cr2_pos_horz,left_cr2_pos_vert,right_cr2_pos_vert,left_cr2_diam,right_cr2_diam,horz_gaze_coord,vert_gaze_coord,horz_gaze_offset,vert_gaze_offset,vergence_angle,verg_gaze_coord_x,verg_gaze_coord_y,verg_gaze_coord_z,left_eye_location_x,right_eye_location_x,left_eye_location_y,right_eye_location_y,left_eye_location_z,right_eye_location_z,left_gaze_dir_x,right_gaze_dir_x,left_gaze_dir_y,right_gaze_dir_y,left_gaze_dir_z,right_gaze_dir_z
186,11111100,2,0,0,168,0,0,0,99.4,165.62,162.45,82.33,37.65,37.68,32.77,31.64,-44.36,-42.13,126,41,222,143,0,0,93,175.66,182,100.4,4.41,6.04,115.38,203.97,183,101.09,4.08,6.05,434.36,464.6,0,0,2.909,97.627,-29.796,11.857,-3.85,-3.57,-2.74,2.8,0.9,1.03,0.961,0.947,-0.256,-0.305,0.104,0.101
186.017,11111100,2,0,0,171,0,0,0,99.38,165.52,162.82,82.29,38.16,37.4,33.31,32.11,-44.74,-44.31,126,42,222,143,0,0,93,175.5,182,100.31,4.41,5.43,115.63,203.8,183.13,101,3.93,5.71,443.21,463.63,0,0,2.964,95.724,-29.271,11.974,-3.84,-3.57,-2.74,2.8,0.9,1.03,0.961,0.946,-0.256,-0.306,0.107,0.104
186.022,11111100,0,0,0,172,0,0,0,98.36,165.52,162.62,82.29,38.21,37.4,33.5,32.11,-46.15,-44.31,126,42,223,143,0,0,92.84,175.5,181.77,100.31,4.3,5.43,115.26,203.8,182.88,101,4.26,5.71,451.71,462.49,0,0,2.974,95.276,-29.451,11.646,-3.84,-3.57,-2.74,2.8,0.9,1.03,0.96,0.946,-0.259,-0.309,0.104,0.102
186.061,11111100,6,0,0,179,0,0,0,97.95,165.52,162.08,82.29,37.98,37.4,33.1,32.11,-47.35,-44.31,126,42,223,143,0,0,92.5,175.5,181.5,100.31,4.36,5.43,115,203.8,182.73,101,4.06,5.71,457.26,456.44,0,0,2.964,95.592,-29.658,11.311,-3.84,-3.57,-2.74,2.8,0.9,1.03,0.96,0.946,-0.26,-0.31,0.101,0.098
186.078,11111100,2,0,0,2,0,0,0,97.58,165.52,162.27,82.29,38.17,37.4,32.97,32.11,-48.38,-44.31,126,42,222,143,0,0,92.44,175.5,181.5,100.31,4.97,5.43,114.8,203.8,182.78,101,4.15,5.71,462.66,450.48,0,0,2.936,96.461,-30.049,11.456,-3.84,-3.57,-2.74,2.8,0.9,1.03,0.96,0.945,-0.261,-0.31,0.101,0.099
186.094,11111100,2,0,0,5,0,0,0,97.24,165,162.05,82.13,37.99,37.38,32.74,31.96,-48.37,-46.27,134,42,224,143,0,0,92,175.48,181.5,100.38,4.21,5.47,114.37,203.5,182.87,101,3.92,5.96,467.74,444.99,0,0,2.917,96.894,-30.606,11.227,-3.84,-3.57,-2.74,2.8,0.9,1.03,0.959,0.945,-0.265,-0.314,0.098,0.096
186.1,11111100,0,0,0,6,0,0,0,97.24,164,162.05,82.11,37.99,37.37,32.74,31.58,-48.37,-48.08,134,42,224,143,0,0,92,174.88,181.5,100.1,4.21,5.87,114.37,202.8,182.87,100.62,3.92,6.5,466.12,444.8,0,0,2.941,95.714,-30.893,11.475,-3.84,-3.57,-2.74,2.8,0.9,1.03,0.957,0.942,-0.271,-0.32,0.102,0.099
186.139,11111100,6,0,0,13,0,0,0,97.24,163.57,162.05,81.41,37.99,37.5,32.74,31.83,-48.37,-45.52,134,41,224,141,0,0,92,174.73,181.5,99.77,4.21,6.15,114.37,202.56,182.87,100,3.92,5.97,464.28,443.99,0,0,2.983,94.218,-30.671,11.135,-3.84,-3.57,-2.74,2.8,0.9,1.03,0.957,0.942,-0.273,-0.322,0.1,0.097
186.144,11111100,0,0,0,14,0,0,0,97.24,163.55,162.05,81.15,37.99,37.54,32.74,31.62,-48.37,-47.4,134,40,224,142,0,0,92,174.74,181.5,99.72,4.21,6.23,114.37,202.61,182.87,99.99,3.92,6.2,462.77,443.32,0,0,3.024,92.923,-30.239,10.826,-3.84,-3.57,-2.74,2.8,0.9,1.03,0.957,0.942,-0.272,-0.322,0.098,0.096
186.183,11111100,6,0,0,21,0,0,0,96.98,161.5,161.84,81.8,37.85,37.29,33.03,31.84,-49.11,-47,123,42,223,141,0,0,91.56,173.65,181.5,99.84,4.97,5.99,114.26,201.05,182.88,99.88,4.26,6.75,459.98,443.98,0,0,3.094,89.978,-30.627,11.154,-3.84,-3.56,-2.74,2.8,0.9,1.03,0.953,0.937,-0.283,-0.335,0.104,0.101
186.222,11111100,6,0,0,28,0,0,0,96.98,162.11,161.84,80.63,37.85,37.41,33.03,32.03,-49.11,-49.99,123,40,223,140,0,0,91.56,173.95,181.5,99.19,4.97,6.12,114.26,201.27,182.88,99.13,4.26,7.08,457.82,443.84,0,0,3.172,88.018,-29.467,10.349,-3.84,-3.56,-2.74,2.8,0.9,1.03,0.956,0.939,-0.278,-0.331,0.098,0.095
186.228,11111100,0,0,0,29,0,0,0,95.78,162.11,161.33,80.63,38.55,37.41,33.49,32.03,-49.58,-49.99,122,40,222,140,0,0,91.28,173.95,181.5,99.19,4.33,6.12,113.63,201.27,182.68,99.13,4.4,7.08,455.75,443.2,0,0,3.185,87.542,-29.607,9.667,-3.84,-3.57,-2.73,2.8,0.9,1.03,0.955,0.938,-0.281,-0.334,0.092,0.089
186.25,11111100,3,0,0,33,0,0,0,95.78,162.45,161.33,79.66,38.55,37.47,33.49,32.09,-49.58,-51.02,122,38,222,127,0,0,91.28,173.77,181.5,98.78,4.33,6.3,113.63,201.21,182.68,98.8,4.4,7.06,454.68,441.35,0,0,3.177,87.988,-29.413,9.166,-3.84,-3.57,-2.73,2.8,0.9,1.03,0.957,0.94,-0.278,-0.331,0.086,0.084
186.261,11111100,1,0,0,35,0,0,0,95.78,162.28,161.33,78.98,38.55,38.28,33.49,31.25,-49.58,-51.95,122,37,222,139,0,0,91.28,173.45,181.5,98.26,4.33,6.39,113.63,201.21,182.68,98.2,4.4,7.06,453.85,439.46,0,0,3.162,88.4,-29.569,9.03,-3.84,-3.57,-2.73,2.8,0.9,1.03,0.957,0.94,-0.278,-0.331,0.084,0.082
186.3,11111100,6,0,0,42,0,0,0,96.79,162.28,160.15,78.98,39.43,38.28,32.82,31.25,-49.49,-51.95,123,37,215,139,0,0,91.37,173.45,181.11,98.26,4.75,6.39,113.84,201.21,182.23,98.2,4.3,7.06,453.38,437.26,0,0,3.2,87.549,-28.933,8.562,-3.84,-3.57,-2.73,2.8,0.9,1.03,0.958,0.941,-0.275,-0.328,0.08,0.078
186.306,11111100,0,0,0,43,0,0,0,96.95,162.28,159.74,78.98,39.95,38.28,32.86,31.25,-49.93,-51.95,123,37,219,139,0,0,91.38,173.45,180.89,98.26,4.82,6.39,114,201.21,182,98.2,4.41,7.06,454.39,434,0,0,3.237,86.554,-28.521,8.333,-3.84,-3.57,-2.73,2.8,0.9,1.03,0.959,0.942,-0.273,-0.327,0.079,0.076
186.328,11111100,3,0,0,47,0,0,0,96.51,162.28,159.55,78.98,39.46,38.28,33.73,31.25,-50.51,-51.95,122,37,216,139,0,0,91,173.45,181,98.26,4.41,6.39,113.78,201.21,182.14,98.2,4.43,7.06,454.8,431.19,0,0,3.254,86.015,-28.412,8.064,-3.84,-3.57,-2.73,2.8,0.9,1.03,0.959,0.942,-0.274,-0.328,0.076,0.074
186.339,11111100,1,0,0,49,0,0,0,96.61,162.28,159.06,78.98,38.89,38.28,33.14,31.25,-49.47,-51.95,122,37,216,139,0,0,91,173.45,181,98.26,4.41,6.39,113.78,201.21,182.14,98.2,4.43,7.06,455.62,428.88,0,0,3.278,85.387,-28.13,7.753,-3.84,-3.57,-2.73,2.8,0.9,1.03,0.959,0.942,-0.273,-0.328,0.074,0.071
186.389,11111100,8,0,0,58,0,0,0,96.61,161.3,159.06,74.45,38.89,38.18,33.14,31.39,-49.47,-51.97,122,33,216,134,0,0,91,173,181,96,4.41,6.82,113.78,200,182.14,95.75,4.43,7.96,455.61,424.93,0,0,3.308,84.453,-28.239,5.965,-3.84,-3.57,-2.73,2.8,0.9,1.03,0.959,0.942,-0.277,-0.332,0.055,0.053
186.428,11111100,6,0,0,65,0,0,0,96.23,161.3,159.32,74.45,39.48,38.18,33.65,31.39,-48.16,-51.97,122,33,216,134,0,0,90.61,173,181.23,96,4.61,6.82,113.72,200,182.41,95.75,4.22,7.96,455.6,421.22,0,0,3.336,83.655,-27.985,5.913,-3.83,-3.57,-2.73,2.8,0.91,1.03,0.959,0.942,-0.277,-0.332,0.055,0.053
186.45,11111100,3,0,0,69,0,0,0,96.23,168.67,159.32,71.67,39.48,39.72,33.65,32.25,-48.16,-51.66,122,32,216,130,0,0,90.61,176.23,181.23,94.15,4.61,6.16,113.72,203.72,182.41,94.8,4.22,6.15,459.18,416.37,0,0,2.816,101.882,-29.741,5.762,-3.83,-3.57,-2.73,2.8,0.91,1.03,0.968,0.955,-0.247,-0.295,0.044,0.043
186.461,11111100,1,0,0,71,0,0,0,104.41,160.79,160.53,74.15,40.05,38.04,34.9,31.18,-45.25,-52.49,121,33,216,133,0,0,94.77,173,181.9,96,5.09,6.82,117.5,199.76,182.79,95.22,4.64,7.9,461.02,416.54,0,0,2.975,95.225,-29.486,9.31,-3.83,-3.58,-2.73,2.81,0.91,1.03,0.962,0.948,-0.26,-0.31,0.082,0.079
186.483,11111100,3,0,0,75,0,0,0,104.41,169.29,160.53,71.92,40.05,39.6,34.9,32.12,-45.25,-51.79,121,31,216,128,0,0,94.77,176.35,181.9,94.16,5.09,5.99,117.5,204.2,182.79,94.79,4.64,6.31,468.41,413.99,0,0,3.104,93.764,-23.498,6.761,-3.83,-3.58,-2.73,2.81,0.91,1.03,0.976,0.964,-0.208,-0.26,0.059,0.057
186.494,11111100,1,0,0,77,0,0,0,104.53,169.29,161.31,71.92,39.49,39.6,37.18,32.12,-42.18,-51.79,121,31,218,128,0,0,94.38,176.35,181.89,94.16,4.82,5.99,117.26,204.2,182.88,94.79,4.26,6.31,475.79,412.58,0,0,3.16,92.009,-22.989,7.252,-3.83,-3.58,-2.73,2.81,0.91,1.03,0.976,0.964,-0.206,-0.26,0.065,0.063
186.511,11111100,2,0,0,80,0,0,0,104.5,169.29,161.32,71.92,39.32,39.6,36.95,32.12,-37.95,-51.79,120,31,218,128,0,0,94.14,176.35,181.9,94.16,4.74,5.99,117.22,204.2,182.86,94.79,4.42,6.31,483.67,413.63,0,0,3.218,90.29,-22.517,7.178,-3.83,-3.58,-2.72,2.81,0.91,1.03,0.977,0.964,-0.205,-0.26,0.065,0.063
186.528,11111100,2,0,0,83,0,0,0,104.01,169.29,161.53,71.92,39.61,39.6,36.82,32.12,-33.23,-51.79,121,31,216,128,0,0,94,176.35,182,94.16,4.41,5.99,117,204.2,183,94.79,4.41,6.31,491.45,414.69,0,0,3.258,89.065,-22.326,7.096,-3.82,-3.58,-2.72,2.81,0.91,1.03,0.976,0.963,-0.206,-0.261,0.065,0.063
186.544,11111100,2,0,0,86,0,0,0,104.01,169.54,161.53,72.6,39.61,41.15,36.82,32.76,-33.23,-52.36,121,31,216,129,0,0,94,176.38,182,94.54,4.41,5.51,117,204.19,183,95.5,4.41,6.27,495.45,417.56,0,0,3.289,88.249,-21.959,7.143,-3.82,-3.58,-2.72,2.81,0.91,1.03,0.977,0.964,-0.204,-0.26,0.066,0.064
186.561,11111100,2,0,0,89,0,0,0,103.77,169.54,162.24,72.6,40.03,41.15,35.87,32.76,-30.9,-52.36,121,31,220,129,0,0,94.06,176.38,182.1,94.54,4.59,5.51,116.83,204.19,183.14,95.5,4.41,6.27,501.03,416.1,0,0,3.313,87.527,-21.834,7.469,-3.82,-3.58,-2.72,2.81,0.91,1.03,0.976,0.963,-0.204,-0.26,0.07,0.068
186.578,11111100,2,0,0,92,0,0,0,103.77,169.11,162.24,74.17,40.03,40.16,35.87,33.24,-30.9,-52.37,121,32,220,135,0,0,94.06,176.28,182.1,95.14,4.59,6.07,116.83,204.5,183.14,96,4.41,6.92,500.86,418.89,0,0,3.356,86.204,-21.758,8.261,-3.82,-3.58,-2.72,2.81,0.91,1.03,0.975,0.962,-0.206,-0.263,0.08,0.077
186.622,11111100,7,0,0,100,0,0,0,103.09,169.11,163.18,74.17,40.27,40.16,37.05,33.24,-28.76,-52.37,122,32,220,135,0,0,93.56,176.28,182.5,95.14,4.97,6.07,116.5,204.5,183.5,96,4.36,6.92,500.41,421.35,0,0,3.38,85.457,-21.762,8.52,-3.82,-3.57,-2.72,2.81,0.91,1.03,0.975,0.961,-0.208,-0.265,0.083,0.081
186.639,11111100,2,0,0,103,0,0,0,103.09,169.15,163.18,76.23,40.27,40.73,37.05,34.04,-28.76,-52.33,122,34,220,104,0,0,93.56,176.28,182.5,96.33,4.97,5.8,116.5,204.82,183.5,97.4,4.36,6.14,499.93,424.75,0,0,3.41,84.622,-21.547,9.175,-3.82,-3.57,-2.72,2.81,0.91,1.03,0.974,0.96,-0.207,-0.265,0.091,0.089
186.683,11111100,7,0,0,111,0,0,0,107.32,169.13,164.62,75.56,40.75,40.13,37.01,33.82,-25.8,-52.22,123,33,224,137,0,0,96,176.35,183.27,95.85,4.06,5.58,118.62,204.73,184,96.92,4.08,6.44,500.99,430.09,0,0,3.573,81.043,-19.389,10.129,-3.82,-3.56,-2.72,2.81,0.91,1.04,0.976,0.962,-0.192,-0.252,0.106,0.103
186.7,11111100,2,0,0,114,0,0,0,107.32,173.92,164.62,76.26,40.75,41.44,37.01,35.03,-25.8,-51.81,123,35,224,140,0,0,96,178.5,183.27,96.5,4.06,5.56,118.62,206.98,184,97.58,4.08,6.96,504.57,434.37,0,0,3.61,81.064,-17.037,9.506,-3.82,-3.56,-2.72,2.81,0.91,1.04,0.981,0.969,-0.165,-0.227,0.099,0.097
186.706,11111100,0,0,0,115,0,0,0,107.32,174.32,164.62,76.42,40.75,42.71,37.01,34.05,-25.8,-51.34,123,34,224,139,0,0,96,178.59,183.27,96.53,4.06,5.43,118.62,207.1,184,97.7,4.08,6.56,508.42,438.07,0,0,3.593,81.535,-16.952,9.52,-3.82,-3.56,-2.72,2.81,0.91,1.04,0.982,0.97,-0.164,-0.225,0.099,0.097
186.728,11111100,3,0,0,119,0,0,0,107.32,174.02,164.62,76.86,40.75,41.41,37.01,34.6,-25.8,-50.44,123,35,224,140,0,0,96,178.82,183.27,96.73,4.06,5.69,118.62,207.16,184,97.87,4.08,6.73,512.34,440.96,0,0,3.593,81.442,-17.116,9.808,-3.82,-3.56,-2.72,2.81,0.91,1.04,0.981,0.969,-0.166,-0.227,0.102,0.1
186.739,11111100,1,0,0,121,0,0,0,106.87,174.02,165.33,76.86,41.07,41.41,37.74,34.6,-28.02,-50.44,124,35,225,140,0,0,96,178.82,183.5,96.73,4.21,5.69,118.62,207.16,184,97.87,4.08,6.73,516.3,443.87,0,0,3.58,81.705,-17.315,10.163,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.98,0.968,-0.167,-0.228,0.106,0.104
186.778,11111100,6,0,0,128,0,0,0,106.54,174.02,165.39,76.86,41.21,41.41,37.23,34.6,-31.64,-50.44,124,35,226,140,0,0,95.84,178.82,183.23,96.73,4.31,5.69,118.5,207.16,184,97.87,3.45,6.73,520.15,445.82,0,0,3.554,82.295,-17.544,10.282,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.98,0.968,-0.169,-0.229,0.107,0.104
186.783,11111100,0,0,0,129,0,0,0,106.64,174.02,165.1,76.86,40.96,41.41,37.71,34.6,-28.54,-50.44,124,35,225,140,0,0,95.81,178.82,183.42,96.73,4.61,5.69,118.5,207.16,184,97.87,3.45,6.73,522.61,445.51,0,0,3.536,82.76,-17.598,10.131,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.98,0.968,-0.168,-0.229,0.104,0.102
186.822,11111100,6,0,0,136,0,0,0,106.71,173.43,165.99,77.36,41.89,41.24,36.51,34.58,-30.82,-50.33,124,36,224,141,0,0,95.81,178.5,183.42,96.77,4.61,5.23,118.62,207,184,98,4.08,6.82,522.03,447.56,0,0,3.556,82.077,-17.767,11.048,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.978,0.966,-0.171,-0.232,0.115,0.113
186.839,11111100,2,0,0,139,0,0,0,106.14,173.43,164.97,77.36,40.83,41.24,37.41,34.58,-31.6,-50.33,124,36,227,141,0,0,95.54,178.5,183.1,96.77,3.61,5.23,118.5,207,183.7,98,3.93,6.82,521.05,448.8,0,0,3.55,82.227,-17.963,10.47,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.979,0.966,-0.173,-0.234,0.109,0.106
186.944,11111100,18,0,0,158,0,0,0,110.28,173.43,165.4,77.36,41.3,41.24,37.63,34.58,-28.53,-50.33,125,36,225,141,0,0,97.84,178.5,183.23,96.77,4.31,5.23,120.5,207,184,98,3.45,6.82,521.73,451.08,0,0,3.689,79.294,-16.081,11.084,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.98,0.968,-0.158,-0.221,0.12,0.117
186.983,11111100,6,0,0,165,0,0,0,109.99,178.11,165.18,75.8,40.42,42.37,36.5,34.67,-27.62,-48.48,124,35,223,134,0,0,97.74,180.63,182.88,96.28,4.26,5.48,120.28,208.42,183.59,97.01,4.22,6.74,524.89,450.85,0,0,3.644,81.049,-14.415,9.922,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.985,0.975,-0.136,-0.198,0.105,0.102
187.022,11111100,6,0,0,172,0,0,0,109.91,176.19,164.91,74.55,41.06,41.24,35.17,33.52,-26.67,-48.56,124,35,224,137,0,0,97.85,179.62,183,95.6,4.1,5.88,120.5,208.16,183.7,96.87,3.93,6.73,527.12,449.87,0,0,3.653,80.614,-15.247,9.399,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.984,0.973,-0.146,-0.209,0.099,0.097
187.061,11111100,6,0,0,179,0,0,0,109.91,175.4,164.91,74.09,41.06,39.81,35.17,33.45,-26.67,-48.92,124,34,224,137,0,0,97.85,179.5,183,95.31,4.1,5.43,120.5,207.78,183.7,96.53,3.93,6.98,528.85,449.28,0,0,3.698,79.478,-15.418,9.331,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.984,0.972,-0.15,-0.213,0.099,0.097
187.1,11111100,6,0,0,6,0,0,0,109.4,174.64,164.55,73.69,40.6,39.27,36.57,33.61,-29.06,-47.35,124,34,222,132,0,0,97.5,179.15,182.74,94.92,3.8,5.42,120.01,207.55,183.5,96.27,4.17,7.35,530.3,447.04,0,0,3.745,78.298,-15.722,9.054,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.983,0.971,-0.156,-0.22,0.097,0.095
187.106,11111100,0,0,0,7,0,0,0,108.88,174.82,163.68,73.64,40.74,39.36,36.15,33.18,-33.04,-47.41,124,34,220,131,0,0,97.22,179.15,182.14,94.92,4.43,5.42,119.88,207.52,182.89,96.18,4.19,6.81,531.82,445.11,0,0,3.765,77.852,-15.734,8.635,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.983,0.971,-0.157,-0.221,0.093,0.091
187.144,11111100,6,0,0,14,0,0,0,108.88,174.85,163.68,73.51,40.74,39.19,36.15,32.91,-33.04,-47.69,124,34,220,136,0,0,97.22,179.23,182.14,94.91,4.43,5.51,119.88,207.66,182.89,96.11,4.19,7.25,531.89,441.65,0,0,3.784,77.466,-15.652,8.552,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.983,0.971,-0.156,-0.221,0.092,0.09
187.183,11111100,6,0,0,21,0,0,0,108.88,181.34,163.68,72.11,40.74,39.49,36.15,33.76,-33.04,-44.52,124,33,220,132,0,0,97.22,182.5,182.14,94.31,4.43,5.43,119.88,210,182.89,95.26,4.19,6.4,532.96,438.09,0,0,3.378,88.203,-14.674,8.128,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.989,0.98,-0.128,-0.187,0.078,0.076
187.189,11111100,0,0,0,22,0,0,0,108.88,181.33,163.68,72.21,40.74,39.36,36.15,33.6,-33.04,-43.38,124,34,220,133,0,0,97.22,182.5,182.14,94.31,4.43,5.43,119.88,210,182.89,95.26,4.19,6.4,535.04,435.3,0,0,3.062,97.656,-16.278,9.076,-3.82,-3.55,-2.72,2.81,0.91,1.04,0.988,0.98,-0.132,-0.185,0.08,0.078
187.239,11111100,8,0,0,31,0,0,0,115.46,179.71,163.61,72.57,39.35,39.33,34.23,33.36,-20.3,-45.79,124,34,221,133,0,0,100.42,181.52,182.78,94.38,4.34,5.47,123,209.19,183.5,95.63,4.21,6.9,539.19,434.17,0,0,3.18,94.133,-14.041,10.148,-3.83,-3.55,-2.72,2.8,0.91,1.04,0.989,0.981,-0.114,-0.169,0.093,0.091
187.256,11111100,2,0,0,34,0,0,0,115.32,181.35,164.14,72.2,39.46,39.49,35.3,33.43,-19.82,-42.7,124,33,221,129,0,0,100.26,182.5,182.88,94.31,4.26,5.43,123,210,183.5,95.26,4.21,6.4,544.72,433.08,0,0,3.246,92.305,-13.03,9.822,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.99,0.983,-0.106,-0.162,0.092,0.09
187.261,11111100,0,0,0,35,0,0,0,115.33,181.35,163.89,72.2,39.09,39.49,36.19,33.43,-18.93,-42.7,124,33,221,129,0,0,100.42,182.5,182.78,94.31,4.34,5.43,123,210,183.27,95.26,4.06,6.4,550.38,432.45,0,0,3.302,90.671,-12.794,9.57,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.99,0.983,-0.106,-0.163,0.091,0.089
187.3,11111100,6,0,0,42,0,0,0,114.79,181.35,163.4,72.2,38.62,39.49,36.99,33.43,-21.48,-42.7,124,33,221,129,0,0,99.94,182.5,182.9,94.31,4.58,5.43,122.93,210,183.5,95.26,3.98,6.4,555.83,431.18,0,0,3.33,89.884,-12.878,8.951,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.991,0.983,-0.107,-0.165,0.085,0.083
187.339,11111100,6,0,0,49,0,0,0,114.62,180.85,163.96,71.93,38.52,39.04,36.69,33.36,-29.13,-42.31,134,33,219,132,0,0,99.78,182.27,182.86,94.11,4.42,5.77,122.46,209.89,183.1,95.21,3.61,6.65,557.64,432.71,0,0,3.372,88.584,-13.007,9.318,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.99,0.982,-0.11,-0.168,0.09,0.088
187.344,11111100,0,0,0,50,0,0,0,114.8,180.85,161.13,71.93,40.24,39.04,38.04,33.36,-42.64,-42.31,140,33,219,132,0,0,100,182.27,183,94.11,4.41,5.77,122.05,209.89,183.27,95.21,3.9,6.65,559.63,431.33,0,0,3.409,87.758,-12.744,7.125,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.992,0.984,-0.109,-0.167,0.067,0.066
187.361,11011100,2,0,0,53,0,0,0,115,180.85,0,71.93,0,39.04,0,33.36,0,-42.31,172,33,216,132,93,0,98.87,182.27,223.05,94.11,8.75,5.77,125,209.89,220,95.21,2,6.65,560.1,428.93,0,0,3.408,87.758,-12.648,7.67,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.992,0.983,-0.107,-0.166,0.073,0.071
187.378,11110000,2,0,0,56,0,0,0,114.78,181,163.22,0,39.99,0,37.99,0,-31.31,0,126,94,219,121,0,91,99.84,0,182.77,0,4.3,0,122.5,272.73,183,89.56,3.45,12.11,555.91,434.48,0,0,3.352,87.758,-16.356,13.475,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.98,0.97,-0.146,-0.204,0.134,0.132
187.389,11110100,1,0,0,58,0,0,0,114.78,181,163.22,0,39.99,0,37.99,0,-31.31,0,126,100,219,118,0,92,99.84,224,182.77,98,4.3,2,122.5,274,183,97,3.45,2,551.71,440.13,0,0,3.352,87.758,-16.356,13.475,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.98,0.97,-0.146,-0.204,0.134,0.132
187.428,1001100,6,0,0,65,0,0,0,115,180.85,0,71.93,0,39.04,0,33.36,0,-42.31,166,33,215,132,94,0,0,182.27,0,94.11,0,5.77,0,209.89,0,95.21,0,6.65,547.71,446.48,0,0,3.352,87.758,-16.356,13.475,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.98,0.97,-0.146,-0.204,0.134,0.132
187.444,11110000,2,0,0,68,0,0,0,114.78,181,163.22,0,39.99,0,37.99,0,-31.31,0,126,74,219,122,0,94,99.84,0,182.77,0,4.3,0,122.5,263,183,157,3.45,2,544.04,452.18,0,0,3.352,87.758,-16.356,13.475,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.98,0.97,-0.146,-0.204,0.134,0.132
187.461,11010100,2,0,0,71,0,0,0,115,181,0,0,0,0,0,0,0,0,145,53,217,126,93,93,102.5,184.61,181.77,91.44,5.23,6.82,124.78,211.5,182.14,92.5,4.43,7.17,541.01,459.14,0,0,0,0,0,0,-3.83,-3.56,-2.72,2.8,0.91,1.04,0,0,0,0,0,0
187.5,11111100,6,0,0,78,0,0,0,118.59,180.85,162.51,71.93,40.1,39.04,35.74,33.36,-45.59,-42.31,133,33,216,132,0,0,101.81,182.27,182.21,94.11,5.24,5.77,124.42,209.89,182.22,95.21,4.34,6.65,536.32,468.52,0,0,3.352,87.758,-16.347,13.494,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.98,0.97,-0.146,-0.203,0.135,0.132
187.539,11111100,6,0,0,85,0,0,0,116.57,180.85,162.86,71.93,42.02,39.04,34.55,33.36,-42.02,-42.31,127,33,217,132,0,0,101.58,182.27,181.93,94.11,4.29,5.77,123.73,209.89,182.24,95.21,4.65,6.65,536.29,468.52,0,0,3.352,87.758,-16.377,13.479,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.98,0.97,-0.146,-0.204,0.135,0.132
187.611,11111100,12,0,0,98,0,0,0,114.78,181.59,163.22,69.41,39.99,38.63,37.99,32.38,-31.31,-31.39,126,32,219,127,0,0,99.84,183.07,182.77,93.39,4.3,6.19,122.5,210.88,183,94.36,3.45,6.36,536.15,468.62,0,0,3.352,87.758,-16.473,13.536,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.98,0.97,-0.147,-0.205,0.135,0.133
187.622,11111100,1,0,0,100,0,0,0,114.78,181.38,163.22,69.57,39.99,38.46,37.99,32.77,-31.31,-33.68,126,31,219,127,0,0,99.84,182.82,182.77,93.57,4.3,6.13,122.5,210.5,183,94.5,3.45,6.85,535.86,468.75,0,0,3.35,87.758,-16.579,13.558,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.98,0.97,-0.148,-0.206,0.135,0.133
187.661,11111100,6,0,0,107,0,0,0,115.18,180.85,160.49,71.93,38.45,39.04,34.95,33.36,-38.37,-42.31,121,33,214,132,0,0,100.19,182.27,181.21,94.11,5.23,5.77,122.78,209.89,181.86,95.21,4.42,6.65,535.7,467.03,0,0,3.352,87.758,-16.486,12.403,-3.83,-3.56,-2.72,2.8,0.91,1.04,0.981,0.971,-0.147,-0.205,0.123,0.121
