ETVision: 1.0.6.8,Units: centimeters,3Space: No,Start_Recording: 2024-01-24 17:31:50:774
start_of_record,status,overtime_count,mark_value,XDAT,CU_video_field_num,Gaze_LAOI,LAOI_horz_gaze_coord,LAOI_vert_gaze_coord,left_pupil_pos_horz,right_pupil_pos_horz,left_pupil_pos_vert,right_pupil_pos_vert,left_pupil_diam,right_pupil_diam,left_pupil_height,right_pupil_height,left_ellipse_angle,right_ellipse_angle,left_eyelid_upper_vert,right_eyelid_upper_vert,left_eyelid_lower_vert,right_eyelid_lower_vert,left_blink_confidence,right_blink_confidence,left_cr_pos_horz,right_cr_pos_horz,left_cr_pos_vert,right_cr_pos_vert,left_cr_diam,right_cr_diam,left_cr2_pos_horz,right_cr2_pos_horz,left_cr2_pos_vert,right_cr2_pos_vert,left_cr2_diam,right_cr2_diam,horz_gaze_coord,vert_gaze_coord,horz_gaze_offset,vert_gaze_offset,vergence_angle,verg_gaze_coord_x,verg_gaze_coord_y,verg_gaze_coord_z,left_eye_location_x,right_eye_location_x,left_eye_location_y,right_eye_location_y,left_eye_location_z,right_eye_location_z,left_gaze_dir_x,right_gaze_dir_x,left_gaze_dir_y,right_gaze_dir_y,left_gaze_dir_z,right_gaze_dir_z
106.261,11111100,6,0,0,35,0,0,0,117.16,181.98,160.54,74.65,41.41,41.21,36.14,34.34,-26.42,-39.83,120,35,202,111,0,0,102.15,183.77,181.56,98.25,4.65,6.22,124.74,212.05,181.88,101.74,4.26,9.66,566.1,406.1,0,0,4.138,71.661,-10.724,4.801,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.993,0.983,-0.105,-0.176,0.051,0.049
106.283,11111100,3,0,0,39,0,0,0,117.01,182.17,160.75,74.54,41.96,41.66,36.19,34.47,-27.53,-39.29,119,35,202,109,0,0,102.15,183.73,181.56,98.18,4.65,6.27,124.74,211.93,181.88,101.83,4.26,9.07,563.63,406.3,0,0,4.147,71.512,-10.664,4.746,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.993,0.983,-0.104,-0.176,0.051,0.048
106.294,11111100,1,0,0,41,0,0,0,117.35,182.17,159.94,74.54,40.42,41.66,38.08,34.47,-26.77,-39.29,119,35,202,109,0,0,102.21,183.73,181.47,98.18,4.77,6.27,124.74,211.93,181.88,101.83,4.26,9.07,561.46,406.34,0,0,4.166,71.2,-10.504,4.386,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.994,0.984,-0.103,-0.175,0.046,0.044
106.344,11111100,8,0,0,50,0,0,0,117.51,182.17,160.19,74.54,40.83,41.66,36.65,34.47,-24.57,-39.29,119,35,202,109,0,0,102.21,183.73,181.47,98.18,4.77,6.27,124.74,211.93,181.88,101.83,4.26,9.07,559.37,406.26,0,0,4.192,70.746,-10.385,4.506,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.994,0.984,-0.102,-0.174,0.048,0.046
106.361,11111100,2,0,0,53,0,0,0,117.34,181.99,160.19,74.04,41.24,41.48,36.08,34.38,-26.97,-40.3,119,35,202,110,0,0,102.21,183.76,181.47,98.09,4.77,6.49,124.74,211.79,181.88,101.21,4.26,8.63,557.42,405.64,0,0,4.211,70.383,-10.435,4.328,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.994,0.983,-0.103,-0.176,0.046,0.044
106.378,11111100,2,0,0,56,0,0,0,117.34,183.38,160.19,74.06,41.24,41.56,36.08,34.48,-26.97,-39.57,119,36,202,109,0,0,102.21,184.56,181.47,98,4.77,5.97,124.74,212.62,181.88,100.61,4.26,8.31,558.18,404.91,0,0,4.171,71.207,-10.041,4.357,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.994,0.985,-0.097,-0.169,0.046,0.044
106.422,11111100,7,0,0,64,0,0,0,117.34,186.94,160.19,72.69,41.24,43.36,36.08,34.98,-26.97,-41.68,119,37,202,110,0,0,102.21,185.83,181.47,97.67,4.77,6.41,124.74,214.18,181.88,100.74,4.26,8.76,560.73,402.43,0,0,3.854,77.675,-9.491,3.57,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.996,0.988,-0.083,-0.149,0.033,0.031
106.461,11111100,6,0,0,71,0,0,0,121.46,186.78,161.27,73.37,43.71,42.15,33.67,34.87,-23.24,-40.6,119,37,202,111,0,0,104.1,185.84,181.99,97.87,4.3,6.34,127,214.44,182,100.64,4.41,9.11,564.75,402.18,0,0,3.886,77.165,-8.165,4.955,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.997,0.99,-0.067,-0.134,0.05,0.048
106.5,11111100,6,0,0,78,0,0,0,121.59,186.78,160.89,73.37,41.45,42.15,35.45,34.87,-21.76,-40.6,120,37,201,111,0,0,104.22,185.84,181.86,97.87,4.43,6.34,127,214.44,182,100.64,4.41,9.11,568.68,402.34,0,0,3.914,76.593,-8.046,4.827,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.997,0.99,-0.066,-0.134,0.049,0.047
106.539,11111100,6,0,0,85,0,0,0,121.59,186.71,160.89,73.78,41.45,42.03,35.45,35.11,-21.76,-38.67,120,37,201,111,0,0,104.22,186.03,181.86,97.96,4.43,6.44,127,214.43,182,100.85,4.41,8.44,572.5,402.55,0,0,3.945,75.944,-8.022,4.969,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.997,0.99,-0.066,-0.134,0.051,0.049
106.578,11111100,6,0,0,92,0,0,0,121.35,186.63,160.88,73.79,42.57,41.88,35.44,35.77,-19.98,-39.66,119,37,201,110,0,0,104.26,186.07,181.88,97.9,4.26,6.68,127,214.57,182,100.85,4.41,9.09,576.25,403,0,0,3.967,75.482,-8.142,4.933,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.996,0.989,-0.068,-0.137,0.051,0.049
106.583,11111100,0,0,0,93,0,0,0,121.39,186.63,160.86,73.79,42.04,41.88,35.9,35.77,-20.85,-39.66,120,37,201,110,0,0,104.39,186.07,181.77,97.9,4.6,6.68,127,214.57,182,100.85,4.41,9.09,579.32,403.53,0,0,3.989,75.052,-8.093,4.93,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.996,0.989,-0.068,-0.137,0.051,0.049
106.628,11111100,7,0,0,101,0,0,0,121.31,187.94,160.72,73.52,42.57,42.36,35.48,35.46,-20.16,-37.41,119,37,201,110,0,0,104.39,186.76,181.77,98.09,4.6,6.49,127,215.06,182,100.69,4.41,9.53,581.2,405.15,0,0,3.939,76.15,-7.761,4.549,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.997,0.99,-0.063,-0.131,0.045,0.044
106.639,11111100,1,0,0,103,0,0,0,121.31,187.92,160.72,73.44,42.57,42.78,35.48,35.46,-20.16,-35.52,119,36,201,110,0,0,104.39,186.84,181.77,97.87,4.6,6.34,127,215.15,182,100.2,4.41,8.18,581.52,404.77,0,0,3.897,77.005,-7.882,4.694,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.997,0.99,-0.063,-0.131,0.047,0.045
106.689,11111100,8,0,0,112,0,0,0,122.99,188.26,161.14,72.92,42.55,43.49,34.89,35.56,-22.13,-36.4,120,36,201,111,0,0,105,186.68,182,98,4.41,6.39,127.71,215.26,182.11,101.08,4.45,9.87,582.61,404.34,0,0,3.923,76.541,-7.147,4.543,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.997,0.991,-0.055,-0.123,0.045,0.043
106.7,11111100,1,0,0,114,0,0,0,122.83,188.04,160.85,73.09,41.45,43.11,36.35,35.13,-19.75,-35.74,119,37,201,112,0,0,105,186.68,182,98,4.41,6.39,127.85,215.31,182,100.66,4.1,9.44,583.52,403.75,0,0,3.944,76.106,-7.287,4.599,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.997,0.991,-0.057,-0.125,0.046,0.044
106.717,11111100,2,0,0,117,0,0,0,122.83,188.39,160.85,72.51,41.45,43.68,36.35,35.89,-19.75,-37.35,119,37,201,110,0,0,105,186.68,182,98,4.41,6.39,127.85,216.1,182,101.2,4.1,12.05,584.8,402.49,0,0,3.945,76.119,-7.162,4.162,-3.83,-3.54,-2.74,2.78,0.91,1.05,0.998,0.992,-0.055,-0.124,0.041,0.039
106.761,11111100,7,0,0,125,0,0,0,130.66,188.39,161.16,72.51,41.78,43.68,36.79,35.89,-0.67,-37.35,121,37,200,110,0,0,108.77,186.68,183.1,98,5.09,6.39,131.71,216.1,182.89,101.2,4.45,12.05,589.39,402.34,0,0,4.151,72.392,-4.227,4.663,-3.82,-3.53,-2.74,2.78,0.91,1.05,0.999,0.995,-0.019,-0.092,0.049,0.047
106.778,11111100,2,0,0,128,0,0,0,130.2,190.75,161.19,72.97,42.68,42.62,35.82,35.32,6.53,-35.84,121,35,200,109,0,0,108.65,188.5,183.12,97.83,5.19,5.81,131.38,216.5,182.89,99.74,4.82,8.1,594.23,403.17,0,0,4.297,69.817,-3.471,4.662,-3.82,-3.54,-2.74,2.77,0.91,1.05,0.999,0.995,-0.01,-0.085,0.051,0.049
106.783,11111100,0,0,0,129,0,0,0,130.8,190.75,162.11,72.97,41.09,42.62,36.17,35.32,12.43,-35.84,123,35,200,109,0,0,108.65,188.5,183.12,97.83,5.19,5.81,131.38,216.5,182.89,99.74,4.82,8.1,599.38,404.9,0,0,4.452,67.225,-3.146,5.088,-3.82,-3.54,-2.74,2.77,0.91,1.05,0.998,0.995,-0.006,-0.083,0.059,0.057
106.822,11111100,6,0,0,136,0,0,0,130.8,197.04,162.11,70.86,41.09,43.41,36.17,36.26,12.43,-34.65,123,34,200,112,0,0,108.65,191,183.12,97,5.19,5.96,131.38,218.37,182.89,97.81,4.82,6.51,606.42,404.52,0,0,4.356,68.879,-1.201,3.862,-3.82,-3.54,-2.74,2.77,0.91,1.05,0.999,0.998,0.021,-0.055,0.041,0.039
106.839,11111100,2,0,0,139,0,0,0,130.8,196.34,162.11,71.83,41.09,42.21,36.17,36.05,12.43,-33.5,123,33,200,112,0,0,108.65,190.92,183.12,97.01,5.19,5.79,131.38,218.63,182.89,97.69,4.82,5.83,613.38,405.05,0,0,4.32,69.445,-1.432,4.51,-3.82,-3.54,-2.74,2.77,0.91,1.04,0.999,0.997,0.018,-0.057,0.049,0.047
106.856,11111100,2,0,0,142,0,0,0,130.8,196.7,162.11,70.89,41.09,42.45,36.17,36.11,12.43,-34.52,123,33,200,112,0,0,108.65,191,183.12,97,5.19,5.96,131.38,218.5,182.89,97.74,4.82,6.54,620.36,405.4,0,0,4.258,70.507,-1.326,4.068,-3.82,-3.55,-2.74,2.77,0.91,1.04,0.999,0.998,0.019,-0.055,0.042,0.041
106.861,11111100,0,0,0,143,0,0,0,130.8,196.35,162.11,71.74,41.09,41.94,36.17,36.45,12.43,-32.66,123,33,200,112,0,0,108.65,190.84,183.12,97.13,5.19,6.34,131.38,218.46,182.89,97.75,4.82,6.64,623.89,405.36,0,0,4.23,70.977,-1.447,4.547,-3.82,-3.55,-2.74,2.77,0.91,1.04,0.999,0.997,0.017,-0.056,0.049,0.047
106.9,11111100,6,0,0,150,0,0,0,130.22,196.35,161.08,71.74,41.02,41.94,35.64,36.45,17.1,-32.66,121,33,200,112,0,0,108.5,190.84,183,97.13,5.42,6.34,131.42,218.46,182.61,97.75,4.69,6.64,626.34,404.11,0,0,4.165,72.185,-1.678,4.05,-3.82,-3.55,-2.74,2.77,0.91,1.04,0.999,0.997,0.014,-0.059,0.041,0.04
106.917,11111100,2,0,0,153,0,0,0,130.21,196.35,161.48,71.74,40.88,41.94,35.02,36.45,19.44,-32.66,121,33,200,112,0,0,108.5,190.84,183,97.13,5.42,6.34,131.5,218.46,182.5,97.75,4.74,6.64,628.51,402.21,0,0,4.109,73.219,-1.716,4.361,-3.82,-3.55,-2.75,2.77,0.91,1.04,0.999,0.997,0.013,-0.058,0.045,0.043
106.961,11111100,7,0,0,161,0,0,0,130.21,196.1,161.48,71.79,40.88,41.55,35.02,35.34,19.44,-28.36,121,33,200,112,0,0,108.5,190.91,183,97.23,5.42,6.24,131.5,218.37,182.5,97.81,4.74,6.51,627.83,402.71,0,0,4.075,73.824,-1.829,4.456,-3.82,-3.56,-2.75,2.77,0.91,1.04,0.999,0.997,0.012,-0.059,0.046,0.044
106.978,11111100,2,0,0,164,0,0,0,130.17,196.1,161.13,72.09,41.17,41.54,35.16,35.43,24.58,-27.55,121,33,200,112,0,0,108.5,191,183,97.26,5.42,6.4,131.46,218.4,182.51,97.81,4.62,6.43,627.39,402.05,0,0,4.043,74.443,-1.884,4.415,-3.82,-3.56,-2.75,2.77,0.91,1.04,0.999,0.997,0.011,-0.06,0.045,0.043
106.983,11111100,0,0,0,165,0,0,0,130.26,196.1,161.59,72.09,40.76,41.54,35.17,35.43,26.36,-27.55,121,33,195,112,0,0,108.4,191,183.01,97.26,5.27,6.4,131.35,218.4,182.5,97.81,4.3,6.43,626.83,402.71,0,0,4.023,74.81,-1.861,4.733,-3.82,-3.56,-2.75,2.77,0.91,1.04,0.999,0.997,0.011,-0.059,0.049,0.047
107.022,11111100,6,0,0,172,0,0,0,130.23,196.1,161.57,72.09,40.83,41.54,35.33,35.43,28.82,-27.55,121,33,195,112,0,0,108.35,191,183,97.26,5.08,6.4,131.35,218.4,182.5,97.81,4.3,6.43,626.4,402.59,0,0,4.005,75.168,-1.878,4.743,-3.82,-3.56,-2.75,2.77,0.91,1.04,0.999,0.997,0.011,-0.059,0.048,0.047
107.056,11111100,5,0,0,178,0,0,0,138.96,196,164.03,72.05,41.33,41.23,35.04,35.93,33.12,-25.85,125,34,194,112,0,0,112.45,190.91,185.22,97.23,4.81,6.24,136,218.42,184.5,97.82,3.87,6.68,630.22,406.09,0,0,4.205,71.2,1.277,6.111,-3.82,-3.56,-2.75,2.77,0.91,1.04,0.996,0.998,0.053,-0.02,0.069,0.068
107.061,11111100,0,0,0,179,0,0,0,140.83,196,165.46,72.05,41.32,41.23,33.85,35.93,36.58,-25.85,126,34,193,112,0,0,113.15,190.91,185.56,97.23,4.65,6.24,136.58,218.42,184.78,97.82,4.34,6.68,634.99,410.84,0,0,4.434,67.199,1.88,6.713,-3.82,-3.56,-2.75,2.77,0.91,1.04,0.995,0.997,0.065,-0.013,0.081,0.08
107.1,11111100,6,0,0,6,0,0,0,140.83,209.84,165.46,69.57,41.32,41.71,33.85,34.12,36.58,-14.53,126,33,193,109,0,0,113.15,197.43,185.56,96.49,4.65,6.38,136.58,224.16,184.78,96.13,4.34,6.73,645.29,411.12,0,0,4.25,69.844,6.027,4.379,-3.81,-3.57,-2.75,2.77,0.92,1.03,0.992,0.998,0.118,0.044,0.047,0.045
107.117,11111100,2,0,0,9,0,0,0,142.81,209.84,165.9,69.57,40.06,41.71,33.9,34.12,39.06,-14.53,125,33,192,109,0,0,113.86,197.43,185.9,96.49,4.74,6.38,137.55,224.16,185.22,96.13,4.82,6.73,656.63,412.13,0,0,4.239,69.86,6.779,4.74,-3.81,-3.57,-2.75,2.77,0.92,1.03,0.99,0.997,0.128,0.054,0.051,0.05
107.161,11111100,7,0,0,17,0,0,0,144.16,209.62,166.45,69.6,40.51,41.88,34.28,34.07,43.99,-20.64,126,34,192,110,0,0,114.74,197.31,186.12,96.8,4.26,6.46,138.13,224,185.56,96.26,4.23,6.4,668.58,413.09,0,0,4.295,68.795,7.157,4.917,-3.81,-3.57,-2.75,2.77,0.92,1.03,0.989,0.997,0.135,0.06,0.054,0.054
107.178,11111100,2,0,0,20,0,0,0,144.16,212.82,166.45,69.14,40.51,41.49,34.28,33.23,43.99,-4.48,126,32,192,112,0,0,114.74,199.17,186.12,96.25,4.26,6.05,138.13,225.68,185.56,96,4.23,6.39,681.73,413.18,0,0,4.193,70.379,8.221,4.493,-3.8,-3.58,-2.75,2.77,0.92,1.03,0.988,0.996,0.146,0.073,0.048,0.047
107.183,11111100,0,0,0,21,0,0,0,143.74,212.98,166.23,69.01,39.88,41.6,34.4,33.15,41.41,0.05,126,32,201,113,0,0,114.37,199.33,185.89,96.23,4.75,5.95,138,225.62,185.5,96,3.87,6.58,690.73,410.23,0,0,4.061,72.847,8.372,4.428,-3.8,-3.59,-2.75,2.77,0.92,1.02,0.989,0.996,0.143,0.073,0.045,0.044
107.222,11111100,6,0,0,28,0,0,0,143.74,213.83,166.23,68.9,39.88,41.41,34.4,33.06,41.41,3.71,126,32,201,113,0,0,114.37,199.79,185.89,96.33,4.75,6.11,138,226,185.5,96,3.87,6.77,699.11,405.28,0,0,3.871,76.543,9.058,4.433,-3.8,-3.59,-2.75,2.77,0.92,1.02,0.988,0.996,0.145,0.078,0.043,0.042
107.261,11111100,6,0,0,35,0,0,0,145.87,213.83,166.58,68.9,39.93,41.41,33.49,33.06,48.25,3.71,126,32,192,113,0,0,115.49,199.79,185.8,96.33,4.72,6.11,139.16,226,185.77,96,4.3,6.77,703.13,405.35,0,0,3.85,76.714,9.946,4.855,-3.8,-3.59,-2.75,2.77,0.92,1.02,0.987,0.995,0.156,0.089,0.048,0.047
107.267,11111100,0,0,0,36,0,0,0,147.38,213.83,166.71,68.9,40.1,41.41,33.02,33.06,49.32,3.71,126,32,192,113,0,0,116.5,199.79,186,96.33,3.45,6.11,140,226,186,96,4.41,6.77,706.92,405.04,0,0,3.897,75.562,10.42,4.925,-3.8,-3.59,-2.75,2.77,0.92,1.02,0.985,0.994,0.164,0.096,0.05,0.049
107.289,11111100,3,0,0,40,0,0,0,145.5,220.48,166.69,68.34,39.38,40.39,33.76,32.47,47,8.36,126,33,205,239,0,0,115.26,203.45,185.88,95.92,4.26,5.93,139,229,185.73,96,4.06,6.77,711.24,402.27,0,0,3.347,88.384,13.32,4.24,-3.79,-3.6,-2.76,2.77,0.93,1.02,0.985,0.993,0.172,0.114,0.035,0.035
107.3,11111100,1,0,0,42,0,0,0,145.5,220.27,166.69,68.66,39.38,40.83,33.76,32.11,47,11.99,126,33,205,239,0,0,115.26,203.33,185.88,96.24,4.26,5.99,139,229,185.73,96.08,4.06,6.65,714.34,400.49,0,0,2.988,99.422,14.932,4.844,-3.79,-3.6,-2.76,2.77,0.93,1.02,0.985,0.992,0.169,0.117,0.037,0.037
107.339,11111100,6,0,0,49,0,0,0,145.5,218.47,166.69,69.42,39.38,41.2,33.76,32.55,47,17.6,126,33,205,113,0,0,115.26,202.62,185.88,96.6,4.26,5.88,139,228.7,185.73,96.35,4.06,6.12,717.01,399.84,0,0,2.842,104.877,15.073,5.796,-3.79,-3.61,-2.76,2.77,0.93,1.01,0.986,0.993,0.162,0.113,0.044,0.044
107.344,11111100,0,0,0,50,0,0,0,145.5,218.43,166.69,68.98,39.38,40.73,33.76,33.43,47,19.25,126,33,205,112,0,0,115.26,202.23,185.88,96.91,4.26,5.51,139,228.43,185.73,96.55,4.06,6.59,719.35,399.05,0,0,2.715,109.966,15.787,5.629,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.986,0.993,0.161,0.114,0.041,0.04
107.367,11111100,3,0,0,54,0,0,0,147.89,219.34,165.74,68.96,39.48,40.43,32.67,32.4,50.48,14.95,125,33,204,111,0,0,117,202.91,185,96.59,4.41,6.35,140.1,228.9,185.01,96.39,4.29,6.28,722.19,397.57,0,0,2.659,111.784,17.918,5.671,-3.79,-3.62,-2.76,2.76,0.93,1.01,0.984,0.991,0.176,0.13,0.04,0.04
107.378,11111100,1,0,0,56,0,0,0,147.45,216.4,165.5,69.72,39.52,40.95,32.62,32.61,51.31,20.36,125,33,204,114,0,0,116.35,201.39,184.89,97.24,4.84,5.76,140,227.62,185,97,4.41,6.58,722.98,396.45,0,0,2.716,109.849,16.088,6.114,-3.79,-3.62,-2.76,2.76,0.93,1.01,0.986,0.992,0.163,0.117,0.045,0.045
107.422,11111100,7,0,0,64,0,0,0,144.66,216.4,165.29,69.72,39.72,40.95,33.47,32.61,52.3,20.36,124,33,200,114,0,0,115,201.39,184.5,97.24,4.21,5.76,138.58,227.62,184.22,97,4.34,6.58,721.07,397.07,0,0,2.653,113.109,14.716,6.026,-3.79,-3.62,-2.76,2.76,0.93,1.01,0.988,0.994,0.148,0.102,0.043,0.043
107.461,11111100,6,0,0,71,0,0,0,144.66,215.82,165.29,70.68,39.72,41.13,33.47,32.64,52.3,21.55,124,33,200,114,0,0,115,201.35,184.5,98.16,4.21,5.99,138.58,227.48,184.22,97.82,4.34,6.82,718.97,397.96,0,0,2.612,114.963,14.664,6.462,-3.79,-3.62,-2.76,2.76,0.93,1.01,0.988,0.994,0.145,0.1,0.046,0.046
107.467,11111100,0,0,0,72,0,0,0,146.55,215.82,164.62,70.68,39.78,41.13,32.87,32.64,53.27,21.55,124,33,205,114,0,0,116.21,201.35,184.38,98.16,4.15,5.99,139.58,227.48,184.22,97.82,4.34,6.82,718.44,397.82,0,0,2.638,113.477,15.656,6.137,-3.79,-3.62,-2.76,2.76,0.93,1.01,0.987,0.993,0.155,0.109,0.044,0.043
107.539,11111100,12,0,0,85,0,0,0,141.64,210.04,163,71.8,39.44,41.14,33.45,33.49,53.18,19.59,132,33,191,229,0,0,113.78,198.21,183.86,98.67,4.43,6.11,137.39,225.12,183.23,98.64,4.61,6.36,713.2,398,0,0,2.691,112.624,9.808,5.94,-3.79,-3.62,-2.76,2.76,0.93,1.01,0.993,0.997,0.107,0.06,0.043,0.042
107.578,11111100,6,0,0,92,0,0,0,141.64,207.26,163,71.97,39.44,41.53,33.45,32.94,53.18,17.7,132,33,191,116,0,0,113.78,196.84,183.86,98.87,4.43,6.34,137.39,224.05,183.23,99.02,4.61,6.72,705.34,398.77,0,0,2.793,108.585,8.195,6.215,-3.79,-3.62,-2.76,2.76,0.93,1.01,0.994,0.998,0.097,0.048,0.047,0.046
107.617,11111100,6,0,0,99,0,0,0,139.75,205.91,162.76,72.19,39.6,41.54,34.41,33.64,52.51,16.06,124,33,201,115,0,0,112.81,196,183.58,98.81,4.61,6.04,136.26,223.15,182.88,98.78,4.26,6.71,697.27,399.13,0,0,2.875,105.646,6.277,6.209,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.995,0.998,0.082,0.032,0.048,0.047
107.622,11111100,0,0,0,100,0,0,0,139.75,206.02,162.76,72.02,39.6,41.47,34.41,34.39,52.51,13.32,124,33,201,116,0,0,112.81,195.91,183.58,98.77,4.61,6.24,136.26,223.13,182.88,98.64,4.26,6.83,690.75,399.68,0,0,2.943,103.116,6.169,5.975,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.995,0.998,0.083,0.032,0.047,0.046
107.661,11111100,6,0,0,107,0,0,0,138.56,205.91,162.42,71.89,39.71,41.65,34.28,33.99,51.59,11.92,124,33,201,115,0,0,112.5,196.01,183.21,98.24,4.64,6.14,135.58,223.05,182.78,98.58,4.34,7.12,683.86,399.58,0,0,2.969,102.276,5.45,5.662,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.996,0.999,0.077,0.025,0.044,0.044
107.667,11111100,0,0,0,108,0,0,0,138.56,206.07,162.42,71.72,39.71,41.41,34.28,34.29,51.59,10.39,124,33,201,239,0,0,112.5,195.92,183.21,98.28,4.64,6.28,135.58,223.07,182.78,98.29,4.34,7.11,676.08,399.66,0,0,2.983,101.763,5.493,5.571,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.996,0.999,0.078,0.026,0.044,0.043
107.711,11111100,7,0,0,116,0,0,0,138.96,206.07,162.93,71.72,40.11,41.41,33.83,34.29,50.36,10.39,146,33,201,239,0,0,112.38,195.92,184,98.28,4.08,6.28,135.68,223.07,183.32,98.29,4.63,7.11,673.25,400,0,0,3.018,100.51,5.689,5.589,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.996,0.999,0.081,0.028,0.045,0.044
107.728,11111100,2,0,0,119,0,0,0,139.58,206.07,163.12,71.72,40.46,41.41,33.49,34.29,50.48,10.39,117,33,193,239,0,0,112.74,195.92,184.12,98.28,4.26,6.28,136.16,223.07,183.77,98.29,4.3,7.11,671.82,399.9,0,0,3.075,98.525,5.92,5.557,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.995,0.999,0.084,0.031,0.045,0.044
107.739,11111100,1,0,0,121,0,0,0,140.05,207.7,163.47,71.32,39.29,41.39,34.29,34.03,50.5,10.56,124,32,202,106,0,0,112.68,197,184.32,98,4.63,6.37,136.5,223.84,183.74,98.13,3.8,6.73,672.73,399.54,0,0,3.091,97.841,6.766,5.449,-3.78,-3.61,-2.76,2.76,0.93,1.01,0.995,0.998,0.093,0.039,0.044,0.044
107.778,11111100,6,0,0,128,0,0,0,140.05,209.12,163.47,71,39.29,41.55,34.29,33.03,50.5,10.92,124,32,202,105,0,0,112.68,197.68,184.32,98.11,4.63,6.38,136.5,224.66,183.74,98,3.8,7.07,674.11,398.74,0,0,3.039,99.496,7.436,5.09,-3.78,-3.61,-2.76,2.76,0.93,1.01,0.994,0.998,0.098,0.045,0.04,0.039
107.817,11111100,6,0,0,135,0,0,0,140.05,209.69,163.47,70.81,39.29,41.62,34.29,33.88,50.5,10.75,124,32,202,239,0,0,112.68,197.89,184.32,98.05,4.63,6.84,136.5,224.84,183.74,97.71,3.8,6.79,676.3,398.08,0,0,2.97,101.856,7.84,5.072,-3.78,-3.61,-2.76,2.76,0.93,1.01,0.994,0.998,0.1,0.048,0.039,0.038
107.828,11111100,1,0,0,137,0,0,0,141.81,209.69,163.29,70.81,39.45,41.62,33.5,33.88,50.67,10.75,123,32,190,239,0,0,113.8,197.89,184.22,98.05,4.16,6.84,137.22,224.84,183.86,97.71,4.43,6.79,679.31,397.64,0,0,2.996,100.765,8.704,5.14,-3.78,-3.61,-2.76,2.76,0.93,1.01,0.993,0.998,0.109,0.057,0.04,0.039
107.85,11111100,3,0,0,141,0,0,0,141.64,209.09,162.93,71.08,39.75,41.46,33.41,33.25,50.96,10.78,123,32,190,112,0,0,113.74,197.5,183.88,98,4.26,6.06,137.13,224.5,183.44,98,4.24,6.92,681.76,397.25,0,0,3.04,99.313,8.248,5.19,-3.78,-3.61,-2.76,2.76,0.93,1.01,0.994,0.998,0.106,0.053,0.041,0.04
107.861,11111100,1,0,0,143,0,0,0,141.29,209.2,162.36,70.98,41,41.17,34.96,33.49,48.18,10.72,123,32,190,112,0,0,113.74,197.84,183.88,98.13,4.26,6.73,137,224.75,183.27,97.84,4.06,6.68,683.73,396.06,0,0,3.057,98.777,8.03,4.577,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.994,0.998,0.105,0.051,0.035,0.035
107.9,11111100,6,0,0,150,0,0,0,141.29,208.01,162.36,71.27,41,41.19,34.96,33.4,48.18,10.67,123,33,190,112,0,0,113.74,197.2,183.88,98.45,4.26,6.62,137,224.09,183.27,98.01,4.06,7.23,684.4,395.29,0,0,3.116,96.9,7.404,4.758,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.994,0.998,0.1,0.046,0.038,0.037
107.939,11111100,6,0,0,157,0,0,0,139.04,208.21,161.22,71.14,39.77,41.21,34.04,33.44,48.88,11.13,144,33,189,111,0,0,112.78,197.35,182.86,98.55,4.42,7.1,136,224.22,182.5,97.93,4.21,7.44,683.5,394.1,0,0,3.046,99.438,6.468,4.087,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.996,0.999,0.089,0.036,0.03,0.03
107.956,11111100,2,0,0,160,0,0,0,138.52,208.21,160.84,71.14,39.8,41.21,32.93,33.44,47.97,11.13,143,33,188,111,0,0,112.42,197.35,182.78,98.55,4.34,7.1,135.8,224.22,182.22,97.93,4.16,7.44,682.14,392.77,0,0,2.957,102.574,6.386,3.951,-3.79,-3.61,-2.76,2.76,0.93,1.01,0.996,0.999,0.086,0.034,0.028,0.028
